city,country,country_code,latitude,longitude,population,timezone
Caxias do Sul,Brazil,BR,-29.16806,-51.17944,381270,America/Sao_Paulo
Ceilândia,Brazil,BR,-15.8091,-48.13096,287023,America/Sao_Paulo
Chapecó,Brazil,BR,-27.09639,-52.61833,160157,America/Sao_Paulo
Cidade Ademar,Brazil,BR,-23.67379,-46.65681,249218,America/Sao_Paulo
Cidade Dutra,Brazil,BR,-23.72576,-46.7024,182459,America/Sao_Paulo
Cidade Lider,Brazil,BR,-23.56202,-46.4913,136660,America/Sao_Paulo
Cidade Tiradentes,Brazil,BR,-23.58481,-46.40084,192177,America/Sao_Paulo
Codó,Brazil,BR,-4.45528,-43.88556,114275,America/Fortaleza
Colatina,Brazil,BR,-19.53944,-40.63056,101190,America/Sao_Paulo
Colombo,Brazil,BR,-25.29167,-49.22417,246540,America/Sao_Paulo
Conselheiro Lafaiete,Brazil,BR,-20.66028,-43.78611,111596,America/Sao_Paulo
Contagem,Brazil,BR,-19.93167,-44.05361,627123,America/Sao_Paulo
Coronel Fabriciano,Brazil,BR,-19.51861,-42.62889,104736,America/Sao_Paulo
Cotia,Brazil,BR,-23.60389,-46.91917,253608,America/Sao_Paulo
Crato,Brazil,BR,-7.23417,-39.40944,131050,America/Fortaleza
Criciúma,Brazil,BR,-28.6775,-49.36972,161954,America/Sao_Paulo
Cubatão,Brazil,BR,-23.895,-46.42528,112476,America/Sao_Paulo
Cuiabá,Brazil,BR,-15.59611,-56.09667,618124,America/Cuiaba
Curitiba,Brazil,BR,-25.42778,-49.27306,1948626,America/Sao_Paulo
Cursino,Brazil,BR,-23.63143,-46.62072,103171,America/Sao_Paulo
Diadema,Brazil,BR,-23.68611,-46.62278,393237,America/Sao_Paulo
Divinópolis,Brazil,BR,-20.14355,-44.89065,231091,America/Sao_Paulo
Dourados,Brazil,BR,-22.22111,-54.80556,162202,America/Campo_Grande
Duque de Caxias,Brazil,BR,-22.78556,-43.31167,818329,America/Sao_Paulo
Embu das Artes,Brazil,BR,-23.64889,-46.85222,250691,America/Sao_Paulo
Ermelino Matarazzo,Brazil,BR,-23.49472,-46.47389,112333,America/Sao_Paulo
Eunápolis,Brazil,BR,-16.3775,-39.58028,113710,America/Bahia
Fazenda Rio Grande,Brazil,BR,-25.6575,-49.30806,148873,America/Sao_Paulo
Feira de Santana,Brazil,BR,-12.26667,-38.96667,619609,America/Bahia
Ferraz de Vasconcelos,Brazil,BR,-23.54083,-46.36861,179198,America/Sao_Paulo
Florianópolis,Brazil,BR,-27.59667,-48.54917,508826,America/Sao_Paulo
Formosa,Brazil,BR,-15.53722,-47.33444,115901,America/Sao_Paulo
Fortaleza,Brazil,BR,-3.71722,-38.54306,2400000,America/Fortaleza
Foz do Iguaçu,Brazil,BR,-25.54778,-54.58806,258248,America/Sao_Paulo
Franca,Brazil,BR,-20.53861,-47.40083,358539,America/Sao_Paulo
Francisco Morato,Brazil,BR,-23.28167,-46.74528,165139,America/Sao_Paulo
Franco da Rocha,Brazil,BR,-23.32167,-46.72694,144849,America/Sao_Paulo
Freguesia do Ó,Brazil,BR,-23.49877,-46.69983,137240,America/Sao_Paulo
Gama,Brazil,BR,-16.02511,-48.07121,139467,America/Sao_Paulo
Garanhuns,Brazil,BR,-8.88202,-36.50216,151064,America/Recife
Goiânia,Brazil,BR,-16.67861,-49.25389,1536097,America/Sao_Paulo
Governador Valadares,Brazil,BR,-18.85111,-41.94944,250878,America/Sao_Paulo
Grajaú,Brazil,BR,-5.81944,-46.13861,73872,America/Fortaleza
Grajaú,Brazil,BR,-23.76979,-46.67112,384873,America/Sao_Paulo
Gravataí,Brazil,BR,-29.94218,-50.99278,265074,America/Sao_Paulo
Guaianases,Brazil,BR,-23.54333,-46.41083,109316,America/Sao_Paulo
Guarapari,Brazil,BR,-20.67182,-40.50196,124656,America/Sao_Paulo
Guarapuava,Brazil,BR,-25.39048,-51.46541,182093,America/Sao_Paulo
Guaratinguetá,Brazil,BR,-22.81639,-45.1925,118044,America/Sao_Paulo
Guarujá,Brazil,BR,-23.99306,-46.25639,322750,America/Sao_Paulo
Guarulhos,Brazil,BR,-23.46278,-46.53333,1169577,America/Sao_Paulo
Guará,Brazil,BR,-15.80976,-47.97202,120641,America/Sao_Paulo
Guará,Brazil,BR,-20.42833,-47.82417,18606,America/Sao_Paulo
Hortolândia,Brazil,BR,-22.85833,-47.22,234259,America/Sao_Paulo
Ibirité,Brazil,BR,-20.02194,-44.05889,170537,America/Sao_Paulo
Igarassu,Brazil,BR,-7.83417,-34.90639,122312,America/Recife
Iguatemi,Brazil,BR,-23.61277,-46.42667,149700,America/Sao_Paulo
Ilhéus,Brazil,BR,-14.79909,-39.03228,155499,America/Bahia
Imperatriz,Brazil,BR,-5.52639,-47.49167,218106,America/Fortaleza
Indaiatuba,Brazil,BR,-23.08842,-47.2119,256223,America/Sao_Paulo
Ipatinga,Brazil,BR,-19.46833,-42.53667,228746,America/Sao_Paulo
Ipiranga,Brazil,BR,-23.59957,-46.61599,116271,America/Sao_Paulo
Ipojuca,Brazil,BR,-8.39889,-35.06389,105638,America/Recife
Itabaiana,Brazil,BR,-7.32861,-35.3325,23182,America/Fortaleza
Itabaiana,Brazil,BR,-10.685,-37.42528,103440,America/Maceio
Itabira,Brazil,BR,-19.61917,-43.22694,113343,America/Sao_Paulo
Itaboraí,Brazil,BR,-22.74444,-42.85944,240040,America/Sao_Paulo
Itabuna,Brazil,BR,-14.78556,-39.28028,205660,America/Bahia
Itacoatiara,Brazil,BR,-3.14306,-58.44417,112520,America/Manaus
Itaguaí,Brazil,BR,-22.85222,-43.77528,123980,America/Sao_Paulo
Itaim Bibi,Brazil,BR,-23.58581,-46.68241,101452,America/Sao_Paulo
Itaim Paulista,Brazil,BR,-23.50308,-46.38566,205295,America/Sao_Paulo
Itaituba,Brazil,BR,-4.27611,-55.98361,123314,America/Santarem
Itajaí,Brazil,BR,-26.90778,-48.66194,155716,America/Sao_Paulo
Itanhaém,Brazil,BR,-24.18306,-46.78889,103102,America/Sao_Paulo
Itapecerica da Serra,Brazil,BR,-23.71694,-46.84917,158522,America/Sao_Paulo
Itaperuna,Brazil,BR,-21.205,-41.88778,107246,America/Sao_Paulo
Itapetininga,Brazil,BR,-23.59167,-48.05306,157790,America/Sao_Paulo
Itapevi,Brazil,BR,-23.54889,-46.93417,240961,America/Sao_Paulo
Itapipoca,Brazil,BR,-3.49444,-39.57861,131123,America/Fortaleza
Itaquaquecetuba,Brazil,BR,-23.48611,-46.34833,369275,America/Sao_Paulo
Itaquera,Brazil,BR,-23.53194,-46.44417,210960,America/Sao_Paulo
Itatiba,Brazil,BR,-23.00583,-46.83889,122581,America/Sao_Paulo
Itu,Brazil,BR,-23.26417,-47.29917,137586,America/Sao_Paulo
Ituiutaba,Brazil,BR,-18.97428,-49.46212,102217,America/Sao_Paulo
Jabaquara,Brazil,BR,-23.65055,-46.64591,214958,America/Sao_Paulo
Jaboatão,Brazil,BR,-8.18028,-35.00139,702621,America/Recife
Jaboatão dos Guararapes,Brazil,BR,-8.11278,-35.01472,644037,America/Recife
Jacareí,Brazil,BR,-23.30528,-45.96583,213110,America/Sao_Paulo
Jandira,Brazil,BR,-23.5275,-46.9025,118045,America/Sao_Paulo
Japeri,Brazil,BR,-22.64306,-43.65333,102149,America/Sao_Paulo
Jaraguá,Brazil,BR,-15.75694,-49.33444,45223,America/Sao_Paulo
Jaraguá,Brazil,BR,-23.44077,-46.73774,211610,America/Sao_Paulo
Jaraguá do Sul,Brazil,BR,-26.48611,-49.06667,182660,America/Sao_Paulo
Jardim Angela,Brazil,BR,-23.71636,-46.76872,311432,America/Sao_Paulo
Jardim Helena,Brazil,BR,-23.4837,-46.41309,129409,America/Sao_Paulo
Jardim Sao Luis,Brazil,BR,-23.68073,-46.7394,259377,America/Sao_Paulo
Jataí,Brazil,BR,-17.87939,-51.72166,105729,America/Sao_Paulo
Jaú,Brazil,BR,-22.29639,-48.55778,133497,America/Sao_Paulo
Jequié,Brazil,BR,-13.85875,-40.08512,127475,America/Bahia
Ji Paraná,Brazil,BR,-10.88528,-61.95167,124333,America/Porto_Velho
Joinville,Brazil,BR,-26.30444,-48.84556,461304,America/Sao_Paulo
Jose Bonifacio,Brazil,BR,-23.56742,-46.43264,128243,America/Sao_Paulo
João Pessoa,Brazil,BR,-7.115,-34.86306,817511,America/Fortaleza
Juazeiro,Brazil,BR,-9.41167,-40.49861,237821,America/Bahia
Juazeiro do Norte,Brazil,BR,-7.21306,-39.31528,225230,America/Fortaleza
Juiz de Fora,Brazil,BR,-21.76417,-43.35028,573285,America/Sao_Paulo
Jundiaí,Brazil,BR,-23.18639,-46.88417,443221,America/Sao_Paulo
Lagarto,Brazil,BR,-10.91722,-37.65,101579,America/Maceio
Lages,Brazil,BR,-27.81611,-50.32611,164676,America/Sao_Paulo
Lajeado,Brazil,BR,-23.53361,-46.40866,164391,America/Sao_Paulo
Lajeado,Brazil,BR,-29.46694,-51.96139,93646,America/Sao_Paulo
Lauro de Freitas,Brazil,BR,-12.89444,-38.32722,203331,America/Bahia
Lavras,Brazil,BR,-21.24528,-44.99972,104761,America/Sao_Paulo
Limeira,Brazil,BR,-22.56472,-47.40167,291869,America/Sao_Paulo
Linhares,Brazil,BR,-19.39111,-40.07222,166786,America/Sao_Paulo
Londrina,Brazil,BR,-23.31028,-51.16278,588125,America/Sao_Paulo
Luis Eduardo Magalhães,Brazil,BR,-12.09086,-45.78501,107909,America/Bahia
Luziânia,Brazil,BR,-16.2525,-47.95028,209129,America/Sao_Paulo
Macapá,Brazil,BR,0.03889,-51.06639,512902,America/Belem
Macaé,Brazil,BR,-22.38484,-41.78324,143029,America/Sao_Paulo
Maceió,Brazil,BR,-9.66583,-35.73528,1031597,America/Maceio
Magé,Brazil,BR,-22.65278,-43.04056,244092,America/Sao_Paulo
Mairiporã,Brazil,BR,-23.31861,-46.58667,101937,America/Sao_Paulo
Manacapuru,Brazil,BR,-3.29972,-60.62056,110691,America/Manaus
Manaus,Brazil,BR,-3.10194,-60.025,2219580,America/Manaus
Mandaqui,Brazil,BR,-23.45947,-46.64086,103665,America/Sao_Paulo
Marabá,Brazil,BR,-5.38146,-49.13232,145860,America/Belem
Maracanaú,Brazil,BR,-3.87667,-38.62556,234509,America/Fortaleza
Maranguape,Brazil,BR,-3.89083,-38.68556,105093,America/Fortaleza
Maricá,Brazil,BR,-22.91944,-42.81861,211986,America/Sao_Paulo
Maringá,Brazil,BR,-23.42528,-51.93861,311724,America/Sao_Paulo
Marituba,Brazil,BR,-1.35528,-48.34194,111785,America/Belem
Marília,Brazil,BR,-22.21389,-49.94583,240590,America/Sao_Paulo
Mauá,Brazil,BR,-23.66778,-46.46139,477552,America/Sao_Paulo
Mogi Guaçu,Brazil,BR,-22.3677,-46.94552,153658,America/Sao_Paulo
Mogi das Cruzes,Brazil,BR,-23.52278,-46.18833,325746,America/Sao_Paulo
Montes Claros,Brazil,BR,-16.735,-43.86167,414240,America/Sao_Paulo
Mossoró,Brazil,BR,-5.1875,-37.34417,264577,America/Fortaleza
Muriaé,Brazil,BR,-21.13056,-42.36639,104108,America/Sao_Paulo
Natal,Brazil,BR,-5.795,-35.20944,896708,America/Fortaleza
Nilópolis,Brazil,BR,-22.8075,-43.41389,147281,America/Sao_Paulo
Niterói,Brazil,BR,-22.88333,-43.10361,456456,America/Sao_Paulo
Nossa Senhora do Socorro,Brazil,BR,-10.855,-37.12611,192330,America/Maceio
Nova Friburgo,Brazil,BR,-22.28194,-42.53111,191158,America/Sao_Paulo
Nova Iguaçu,Brazil,BR,-22.75917,-43.45111,823302,America/Sao_Paulo
Nova Lima,Brazil,BR,-19.98556,-43.84667,111697,America/Sao_Paulo
Nova Serrana,Brazil,BR,-19.87611,-44.98361,105552,America/Sao_Paulo
Novo Gama,Brazil,BR,-16.05917,-48.03944,103804,America/Sao_Paulo
Novo Hamburgo,Brazil,BR,-29.67833,-51.13056,253841,America/Sao_Paulo
Olinda,Brazil,BR,-8.00889,-34.85528,366754,America/Recife
Osasco,Brazil,BR,-23.5325,-46.79167,728615,America/Sao_Paulo
Ourinhos,Brazil,BR,-22.97889,-49.87056,103970,America/Sao_Paulo
Palhoça,Brazil,BR,-27.64528,-48.66778,175272,America/Sao_Paulo
Palmas,Brazil,BR,-10.16745,-48.32766,306296,America/Araguaina
Palmas,Brazil,BR,-26.48417,-51.99056,48247,America/Sao_Paulo
Paragominas,Brazil,BR,-2.99565,-47.35488,105550,America/Belem
Paranaguá,Brazil,BR,-25.51626,-48.52537,141013,America/Sao_Paulo
Parauapebas,Brazil,BR,-6.0675,-49.90222,267836,America/Belem
Parelheiros,Brazil,BR,-23.8275,-46.72694,153695,America/Sao_Paulo
Parintins,Brazil,BR,-2.62833,-56.73583,101956,America/Manaus
Parnamirim,Brazil,BR,-5.91556,-35.26278,267036,America/Fortaleza
Parnamirim,Brazil,BR,-8.09056,-39.57833,18612,America/Recife
Parnaíba,Brazil,BR,-2.90472,-41.77667,138008,America/Fortaleza
Passo Fundo,Brazil,BR,-28.26278,-52.40667,179529,America/Sao_Paulo
Passos,Brazil,BR,-20.71889,-46.60972,111939,America/Sao_Paulo
Patos de Minas,Brazil,BR,-18.57889,-46.51806,159235,America/Sao_Paulo
Paulista,Brazil,BR,-7.94083,-34.87306,342167,America/Recife
Paulo Afonso,Brazil,BR,-9.40611,-38.21472,112870,America/Bahia
Paulínia,Brazil,BR,-22.76111,-47.15417,112003,America/Sao_Paulo
Paço do Lumiar,Brazil,BR,-2.53222,-44.1075,145643,America/Fortaleza
Pedreira,Brazil,BR,-22.74194,-46.90139,43112,America/Sao_Paulo
Pedreira,Brazil,BR,-23.70675,-46.64982,163586,America/Sao_Paulo
Pelotas,Brazil,BR,-31.76997,-52.34101,320674,America/Sao_Paulo
Perdizes,Brazil,BR,-19.35278,-47.29278,17151,America/Sao_Paulo
Perdizes,Brazil,BR,-23.53872,-46.68093,102391,America/Sao_Paulo
Petrolina,Brazil,BR,-9.39861,-40.50083,386791,America/Recife
Petrópolis,Brazil,BR,-22.505,-43.17861,272691,America/Sao_Paulo
Pindamonhangaba,Brazil,BR,-22.92389,-45.46167,165428,America/Sao_Paulo
Pinhais,Brazil,BR,-25.44472,-49.1925,117000,America/Sao_Paulo
Piracicaba,Brazil,BR,-22.72528,-47.64917,407252,America/Sao_Paulo
Piraquara,Brazil,BR,-25.44227,-49.06795,118730,America/Sao_Paulo
Pirituba,Brazil,BR,-23.48982,-46.7322,179724,America/Sao_Paulo
Planaltina,Brazil,BR,-15.45278,-47.61417,105031,America/Sao_Paulo
Planaltina,Brazil,BR,-15.61791,-47.64874,189412,America/Sao_Paulo
Plano Piloto,Brazil,BR,-15.79411,-47.8825,198697,America/Sao_Paulo
Ponta Grossa,Brazil,BR,-25.095,-50.16194,292177,America/Sao_Paulo
Porto Alegre,Brazil,BR,-30.03283,-51.23019,1488252,America/Sao_Paulo
Porto Seguro,Brazil,BR,-16.44972,-39.06472,168326,America/Bahia
Porto Velho,Brazil,BR,-8.76194,-63.90389,548952,America/Porto_Velho
Pouso Alegre,Brazil,BR,-22.23,-45.93639,152217,America/Sao_Paulo
Poá,Brazil,BR,-23.52806,-46.34472,103765,America/Sao_Paulo
Poços de Caldas,Brazil,BR,-21.78778,-46.56139,168641,America/Sao_Paulo
Praia Grande,Brazil,BR,-24.00583,-46.40278,349935,America/Sao_Paulo
Presidente Prudente,Brazil,BR,-22.12556,-51.38889,225668,America/Sao_Paulo
Pôr do Sol,Brazil,BR,-15.85502,-48.12433,101866,America/Sao_Paulo
Queimados,Brazil,BR,-22.71611,-43.55528,149093,America/Sao_Paulo
Raposo Tavares,Brazil,BR,-23.59245,-46.78561,117738,America/Sao_Paulo
Recanto das Emas,Brazil,BR,-15.90864,-48.06447,115550,America/Sao_Paulo
Recife,Brazil,BR,-8.05389,-34.88111,1653461,America/Recife
Resende,Brazil,BR,-22.46889,-44.44667,111514,America/Sao_Paulo
Riacho Fundo II,Brazil,BR,-15.8981,-48.04671,105210,America/Sao_Paulo
Ribeirão Pires,Brazil,BR,-23.71056,-46.41333,115559,America/Sao_Paulo
Ribeirão Preto,Brazil,BR,-21.1775,-47.81028,711825,America/Sao_Paulo
Ribeirão das Neves,Brazil,BR,-19.76694,-44.08667,329794,America/Sao_Paulo
Rio Branco,Brazil,BR,-9.97472,-67.81,419452,America/Rio_Branco
Rio Claro,Brazil,BR,-22.41139,-47.56139,201418,America/Sao_Paulo
Rio Claro,Brazil,BR,-22.72306,-44.13556,17950,America/Sao_Paulo
Rio Grande,Brazil,BR,-32.035,-52.09861,187838,America/Sao_Paulo
Rio Pequeno,Brazil,BR,-23.57139,-46.75887,131631,America/Sao_Paulo
Rio Verde,Brazil,BR,-17.79806,-50.92806,225696,America/Sao_Paulo
Rio das Ostras,Brazil,BR,-22.52694,-41.945,168099,America/Sao_Paulo
Rio de Janeiro,Brazil,BR,-22.90642,-43.18223,6747815,America/Sao_Paulo
Rondonópolis,Brazil,BR,-16.47083,-54.63556,259167,America/Cuiaba
Sabará,Brazil,BR,-19.88639,-43.80667,129380,America/Sao_Paulo
Sacomã,Brazil,BR,-23.63083,-46.59817,261436,America/Sao_Paulo
Salto,Brazil,BR,-23.20083,-47.28694,119736,America/Sao_Paulo
Salvador,Brazil,BR,-12.97563,-38.49096,2711840,America/Bahia
Samambaia,Brazil,BR,-15.88231,-48.10428,218840,America/Sao_Paulo
Santa Bárbara d'Oeste,Brazil,BR,-22.75361,-47.41361,188000,America/Sao_Paulo
Santa Cruz do Sul,Brazil,BR,-29.7175,-52.42583,133230,America/Sao_Paulo
Santa Luzia,Brazil,BR,-3.96333,-45.65833,57635,America/Fortaleza
Santa Luzia,Brazil,BR,-7.64265,-47.21738,22909,America/Fortaleza
Santa Luzia,Brazil,BR,-19.76972,-43.85139,219132,America/Sao_Paulo
Santa Maria,Brazil,BR,-16.03095,-48.02929,116622,America/Sao_Paulo
Santa Maria,Brazil,BR,-29.68417,-53.80694,283677,America/Sao_Paulo
Santa Rita,Brazil,BR,-3.13901,-44.32519,37035,America/Fortaleza
Santa Rita,Brazil,BR,-7.11389,-34.97806,149910,America/Fortaleza
Santana,Brazil,BR,-0.03816,-51.17476,107618,America/Belem
Santana,Brazil,BR,-12.98333,-44.05111,24755,America/Bahia
Santana,Brazil,BR,-23.49032,-46.6387,115689,America/Sao_Paulo
Santana de Parnaíba,Brazil,BR,-23.44417,-46.91778,154105,America/Sao_Paulo
Santarém,Brazil,BR,-2.44306,-54.70833,189047,America/Santarem
Santo André,Brazil,BR,-23.66389,-46.53833,662373,America/Sao_Paulo
Santo Antônio de Jesus,Brazil,BR,-12.96889,-39.26139,103055,America/Bahia
Santos,Brazil,BR,-23.96083,-46.33361,433656,America/Sao_Paulo
Sao Lucas,Brazil,BR,-23.59468,-46.54359,138038,America/Sao_Paulo
Sao Rafael,Brazil,BR,-23.62821,-46.45395,148145,America/Sao_Paulo
Sapopemba,Brazil,BR,-23.59556,-46.52472,266715,America/Sao_Paulo
Sapucaia do Sul,Brazil,BR,-29.81782,-51.14551,132107,America/Sao_Paulo
Sarandi,Brazil,BR,-23.44361,-51.87389,118455,America/Sao_Paulo
Sarandi,Brazil,BR,-27.94389,-52.92306,22851,America/Sao_Paulo
Senador Canedo,Brazil,BR,-16.70806,-49.09306,118451,America/Sao_Paulo
Serra,Brazil,BR,-20.12861,-40.30778,520653,America/Sao_Paulo
Sertãozinho,Brazil,BR,-21.13778,-47.99028,126887,America/Sao_Paulo
Sete Lagoas,Brazil,BR,-19.46583,-44.24667,227397,America/Sao_Paulo
Simões Filho,Brazil,BR,-12.78444,-38.40389,114559,America/Bahia
Sinop,Brazil,BR,-11.86417,-55.5025,216029,America/Cuiaba
Sobral,Brazil,BR,-3.68611,-40.34972,203023,America/Fortaleza
Sorocaba,Brazil,BR,-23.50167,-47.45806,687357,America/Sao_Paulo
Sorriso,Brazil,BR,-12.54528,-55.71139,120985,America/Cuiaba
Sumaré,Brazil,BR,-22.82194,-47.26694,286211,America/Sao_Paulo
Suzano,Brazil,BR,-23.5425,-46.31083,307429,America/Sao_Paulo
São Bernardo do Campo,Brazil,BR,-23.69389,-46.565,743372,America/Sao_Paulo
São Caetano do Sul,Brazil,BR,-23.62306,-46.55111,165655,America/Sao_Paulo
São Carlos,Brazil,BR,-22.0175,-47.89083,205035,America/Sao_Paulo
São Gonçalo do Amarante,Brazil,BR,-3.60722,-38.96833,54143,America/Fortaleza
São Gonçalo do Amarante,Brazil,BR,-5.79333,-35.32944,115838,America/Fortaleza
São José,Brazil,BR,-27.61528,-48.6275,270299,America/Sao_Paulo
São José,Brazil,BR,-28.21344,-49.16383,200000,America/Sao_Paulo
São José de Ribamar,Brazil,BR,-2.55572,-44.05992,244579,America/Fortaleza
São José do Rio Preto,Brazil,BR,-20.81972,-49.37944,480393,America/Sao_Paulo
São José dos Campos,Brazil,BR,-23.17944,-45.88694,729737,America/Sao_Paulo
São José dos Pinhais,Brazil,BR,-25.5302,-49.20836,329628,America/Sao_Paulo
São João de Meriti,Brazil,BR,-22.80389,-43.37222,466536,America/Sao_Paulo
São Leopoldo,Brazil,BR,-29.76028,-51.14722,209229,America/Sao_Paulo
São Lourenço da Mata,Brazil,BR,-8.00222,-35.01833,111249,America/Recife
São Luís,Brazil,BR,-2.52972,-44.30278,917237,America/Fortaleza
São Mateus,Brazil,BR,-18.72011,-39.85891,123752,America/Sao_Paulo
São Mateus,Brazil,BR,-23.60583,-46.47889,155682,America/Sao_Paulo
São Paulo,Brazil,BR,-23.5475,-46.63611,12400232,America/Sao_Paulo
São Pedro da Aldeia,Brazil,BR,-22.83917,-42.10278,110556,America/Sao_Paulo
São Vicente,Brazil,BR,-23.96306,-46.39194,329911,America/Sao_Paulo
Taboão da Serra,Brazil,BR,-23.62611,-46.79167,273542,America/Sao_Paulo
Taguatinga,Brazil,BR,-15.83326,-48.05506,193367,America/Sao_Paulo
Tangará da Serra,Brazil,BR,-14.61944,-57.48583,112547,America/Cuiaba
Tatuí,Brazil,BR,-23.35556,-47.85694,122967,America/Sao_Paulo
Taubaté,Brazil,BR,-23.02639,-45.55528,317915,America/Sao_Paulo
Teresina,Brazil,BR,-5.08917,-42.80194,871126,America/Fortaleza
Teresópolis,Brazil,BR,-22.4167,-42.97822,176692,America/Sao_Paulo
Teófilo Otoni,Brazil,BR,-17.8575,-41.50528,101170,America/Sao_Paulo
Timon,Brazil,BR,-5.09417,-42.83667,174465,America/Fortaleza
Toledo,Brazil,BR,-24.71361,-53.74306,119313,America/Sao_Paulo
Trindade,Brazil,BR,-7.76194,-40.26778,30321,America/Recife
Trindade,Brazil,BR,-16.64944,-49.48889,142431,America/Sao_Paulo
Trindade,Brazil,BR,-27.58612,-48.52335,15100,America/Sao_Paulo
Tubarão,Brazil,BR,-28.46667,-49.00694,110088,America/Sao_Paulo
Uberaba,Brazil,BR,-19.74833,-47.93194,337836,America/Sao_Paulo
Uberlândia,Brazil,BR,-18.91861,-48.27722,563536,America/Sao_Paulo
Ubá,Brazil,BR,-21.12,-42.94278,103365,America/Sao_Paulo
Umuarama,Brazil,BR,-23.76639,-53.325,117095,America/Sao_Paulo
Uruguaiana,Brazil,BR,-29.75472,-57.08833,123480,America/Sao_Paulo
Valinhos,Brazil,BR,-22.97056,-46.99583,126373,America/Sao_Paulo
Valparaíso de Goiás,Brazil,BR,-16.06583,-47.97861,198861,America/Sao_Paulo
Varginha,Brazil,BR,-21.55139,-45.43028,136467,America/Sao_Paulo
Vespasiano,Brazil,BR,-19.69194,-43.92333,129246,America/Sao_Paulo
Viamão,Brazil,BR,-30.08111,-51.02333,285269,America/Sao_Paulo
Vila Andrade,Brazil,BR,-23.62623,-46.72828,168669,America/Sao_Paulo
Vila Curuca,Brazil,BR,-23.51,-46.41566,140673,America/Sao_Paulo
Vila Jacui,Brazil,BR,-23.50262,-46.46156,134189,America/Sao_Paulo
Vila Maria,Brazil,BR,-23.51408,-46.58625,108543,America/Sao_Paulo
Vila Mariana,Brazil,BR,-23.58833,-46.63464,127286,America/Sao_Paulo
Vila Matilde,Brazil,BR,-23.53936,-46.51788,103558,America/Sao_Paulo
Vila Medeiros,Brazil,BR,-23.48874,-46.57762,114839,America/Sao_Paulo
Vila Prudente,Brazil,BR,-23.59255,-46.57278,105590,America/Sao_Paulo
Vila Velha,Brazil,BR,-20.32972,-40.2925,394930,America/Sao_Paulo
Vitória,Brazil,BR,-20.31944,-40.33778,312656,America/Sao_Paulo
Vitória da Conquista,Brazil,BR,-14.86611,-40.83944,253137,America/Bahia
Vitória de Santo Antão,Brazil,BR,-8.11806,-35.29139,134084,America/Recife
Volta Redonda,Brazil,BR,-22.52306,-44.10417,279898,America/Sao_Paulo
Votorantim,Brazil,BR,-23.54667,-47.43778,127923,America/Sao_Paulo
Várzea Grande,Brazil,BR,-15.64667,-56.1325,314627,America/Cuiaba
Várzea Paulista,Brazil,BR,-23.21139,-46.82833,115771,America/Sao_Paulo
Águas Claras,Brazil,BR,-15.83969,-48.02675,128486,America/Sao_Paulo
Águas Lindas de Goiás,Brazil,BR,-15.76194,-48.28167,225693,America/Sao_Paulo
Burgas,Bulgaria,BG,42.50651,27.46886,195966,Europe/Sofia
Pleven,Bulgaria,BG,43.41791,24.61666,100952,Europe/Sofia
Plovdiv,Bulgaria,BG,42.15387,24.75001,346893,Europe/Sofia
Ruse,Bulgaria,BG,43.84872,25.9534,143417,Europe/Sofia
Sofia,Bulgaria,BG,42.69751,23.32415,1152556,Europe/Sofia
Stara Zagora,Bulgaria,BG,42.43205,25.64262,143431,Europe/Sofia
Varna,Bulgaria,BG,43.21912,27.91024,312770,Europe/Sofia
Banfora,Burkina Faso,BF,10.63333,-4.76667,117452,Africa/Ouagadougou
Bobo-Dioulasso,Burkina Faso,BF,11.17715,-4.2979,904920,Africa/Ouagadougou
Kaya,Burkina Faso,BF,13.09167,-1.08444,121970,Africa/Ouagadougou
Koudougou,Burkina Faso,BF,12.25263,-2.36272,160239,Africa/Ouagadougou
Ouagadougou,Burkina Faso,BF,12.36566,-1.53388,2415266,Africa/Ouagadougou
